,crm_id,OperatorGrp,Circle,ActivationFlag,NoOfTimesCSCalled,MainCategory,ProductCategory,ProductCategoryType,MRP_Price,PurchasePrice,DiscountPrice,PurchaseDate,Color
1,10001100361,LP,ktk,TRUE,4,HHP,Phone,Mass,14999,14999,0,7/11/2016 0:00,UnKnown
2,10001364231,LP,ktk,TRUE,4,HHP,Phone,Premium,10990,10990,0,1/26/2016 0:00,UnKnown
3,10001364231,LP,ktk,TRUE,4,HHP,Phone,Mass,14999,14999,0,8/7/2015 0:00,UnKnown
4,10001962931,LP,kl,TRUE,6,HHP,Phone,Premium,7590,7590,0,10/14/2016 0:00,UnKnown
5,10001962931,LP,kl,TRUE,6,HHP,Phone,Basic,1750,1750,0,6/11/2014 0:00,UnKnown
6,10001962931,LP,kl,TRUE,6,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
7,10003674909,id,Madhya Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,4/8/2016 0:00,UnKnown
8,10003764854,id,Madhya Pradesh,TRUE,1,HHP,Phone,Basic,1340,1340,0,8/28/2015 0:00,UnKnown
9,10003783713,id,Madhya Pradesh,TRUE,2,HHP,Phone,Mass,14999,14999,0,11/7/2016 0:00,UnKnown
10,10003824915,id,Madhya Pradesh,TRUE,8,HHP,Phone,Mass,14999,14999,0,11/16/2016 0:00,UnKnown
11,10003988281,id,Madhya Pradesh,TRUE,4,HHP,Phone,Premium,11999,11999,0,10/24/2016 0:00,UnKnown
12,10004009551,id,Madhya Pradesh,TRUE,1,HHP,Phone,Mass,31490,31490,0,11/11/2015 0:00,UnKnown
13,10004084876,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Basic,4990,4990,0,8/1/2015 0:00,UnKnown
14,10004084876,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Mass,49900,49900,0,4/12/2014 0:00,UnKnown
15,10004084876,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Premium,8350,8350,0,9/29/2015 0:00,UnKnown
16,10004084876,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Mass,46900,46900,0,9/27/2013 0:00,UnKnown
17,10004084876,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Mass,46900,46900,0,10/7/2013 0:00,UnKnown
18,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Premium,6000,5590,410,6/21/2015 0:00,UnKnown
19,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Premium,8000,8000,0,7/20/2012 0:00,UnKnown
20,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Basic,1450,1450,0,7/20/2012 0:00,UnKnown
21,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Basic,2650,2650,0,7/10/2012 0:00,UnKnown
22,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Mass,14249,14249,0,7/20/2012 0:00,UnKnown
23,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Premium,7190,7190,0,7/24/2014 0:00,UnKnown
24,10004215228,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Premium,8350,8350,0,9/19/2015 0:00,UnKnown
25,10004327813,id,MADHYA PRADESH,TRUE,6,HHP,Phone,Premium,8990,8990,0,9/14/2016 0:00,UnKnown
26,10004327813,id,MADHYA PRADESH,TRUE,6,HHP,Phone,Basic,1450,1450,0,7/10/2012 0:00,UnKnown
27,10004327813,id,MADHYA PRADESH,TRUE,6,HHP,Phone,Premium,11999,11999,0,8/7/2015 0:00,UnKnown
28,10004327813,id,MADHYA PRADESH,TRUE,6,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
29,10004341951,id,Madhya Pradesh,TRUE,4,HHP,Phone,Premium,8990,8990,0,11/21/2016 0:00,UnKnown
30,10004494189,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Mass,14999,14999,0,1/8/2016 0:00,UnKnown
31,10004494189,id,MADHYA PRADESH,TRUE,1,HHP,Phone,Basic,1750,1750,0,6/21/2014 0:00,UnKnown
32,10004723329,id,MAHARASHTRA,TRUE,4,HHP,Phone,Premium,8350,8350,0,8/31/2016 0:00,UnKnown
33,10004723329,id,MAHARASHTRA,TRUE,4,HHP,Phone,Premium,8350,8350,0,9/19/2015 0:00,UnKnown
34,10004768795,LP,Maharashtra & Goa,TRUE,5,HHP,Phone,Premium,8350,8350,0,8/15/2016 0:00,UnKnown
35,10004768795,LP,Maharashtra & Goa,TRUE,5,HHP,Phone,Mass,14999,14999,0,8/7/2015 0:00,UnKnown
36,10004768795,LP,Maharashtra & Goa,TRUE,5,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
37,10004806260,Vodafone,MAHARASHTRA,TRUE,6,HHP,Phone,Premium,7190,7190,0,9/8/2016 0:00,UnKnown
38,10004806260,Vodafone,MAHARASHTRA,TRUE,6,HHP,Phone,Premium,11999,11999,0,7/28/2015 0:00,UnKnown
39,10004806260,Vodafone,MAHARASHTRA,TRUE,6,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
40,10006694861,LP,Orissa,TRUE,1,HHP,Phone,Mass,14999,14999,0,4/15/2016 0:00,UnKnown
41,10006805145,LP,Orissa,TRUE,4,HHP,Phone,Mass,14900,14900,0,10/16/2016 0:00,UnKnown
42,10008506901,LP,Punjab,TRUE,1,HHP,Phone,Basic,1120,1120,0,1/19/2016 0:00,UnKnown
43,10008661707,LP,Rajasthan,TRUE,2,HHP,Phone,Premium,8350,8350,0,11/14/2016 0:00,UnKnown
44,10009184117,LP,Rajasthan,TRUE,6,HHP,Phone,Premium,11553,11553,0,6/28/2016 0:00,UnKnown
45,10009184117,LP,Rajasthan,TRUE,6,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
46,10009459645,LP,Rajasthan,TRUE,2,HHP,Phone,Mass,14999,14999,0,10/25/2016 0:00,UnKnown
47,10010700198,Telenor India,Uttar Pradesh,TRUE,5,HHP,Phone,Basic,1750,1750,0,11/23/2016 0:00,UnKnown
48,10010713708,Telenor India,Uttar Pradesh,TRUE,9,HHP,Phone,Premium,7190,7190,0,7/9/2016 0:00,UnKnown
49,10011144827,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Mass,14999,14999,0,6/18/2015 0:00,UnKnown
50,10011664720,LP,Uttar Pradesh,TRUE,9,HHP,Phone,Basic,1625,1625,0,1/16/1900 0:00,UnKnown
51,10011664720,LP,Uttar Pradesh,TRUE,9,HHP,Phone,Premium,11999,11999,0,8/7/2015 0:00,UnKnown
52,10011686329,LP,Uttar Pradesh,TRUE,14,HHP,Phone,Mass,18243,18243,0,7/10/2016 0:00,UnKnown
53,10011686329,LP,Uttar Pradesh,TRUE,14,HHP,Phone,Mass,14999,14999,0,8/7/2015 0:00,UnKnown
54,10012397198,LP,Uttar Pradesh,TRUE,20,HHP,Phone,Mass,14900,14900,0,9/2/2016 0:00,UnKnown
55,10012397198,LP,Uttar Pradesh,TRUE,20,HHP,Phone,Mass,14900,14900,0,1/12/2015 0:00,UnKnown
56,10012397198,LP,Uttar Pradesh,TRUE,20,HHP,Phone,Premium,8350,8350,0,9/19/2015 0:00,UnKnown
57,10012782243,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,23130,23130,0,12/7/2015 0:00,UnKnown
58,10012782243,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,4990,4990,0,7/10/2012 0:00,UnKnown
59,10012782243,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14249,14249,0,8/7/2015 0:00,UnKnown
60,10012782243,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,8/7/2015 0:00,UnKnown
61,10012782243,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,8/7/2015 0:00,UnKnown
62,10014683213,Telenor India,Bihar,TRUE,1,HHP,Phone,Premium,8350,8350,0,11/24/2015 0:00,UnKnown
63,10014691860,Telenor India,Bihar,TRUE,1,HHP,Phone,Basic,1120,1120,0,10/22/2016 0:00,UnKnown
64,10014717549,Telenor India,Bihar,TRUE,4,HHP,Phone,Premium,11553,11553,0,2/11/2015 0:00,UnKnown
65,10014717549,Telenor India,Bihar,TRUE,4,HHP,Phone,Premium,8350,8350,0,9/19/2015 0:00,UnKnown
66,10014734656,Telenor India,Bihar,TRUE,3,HHP,Phone,Premium,8350,8350,0,5/29/2016 0:00,UnKnown
67,10014756709,Telenor India,Bihar,TRUE,4,HHP,Phone,Basic,1850,1850,0,4/8/2014 0:00,UnKnown
68,10014756709,Telenor India,Bihar,TRUE,4,HHP,Phone,Premium,11390,11390,0,8/7/2015 0:00,UnKnown
69,10014780913,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14900,14900,0,4/5/2016 0:00,UnKnown
70,10014795034,Telenor India,Bihar,TRUE,1,HHP,Phone,Basic,5850,5850,0,2/18/2016 0:00,UnKnown
71,10014839915,Telenor India,Bihar,TRUE,2,HHP,Phone,Basic,1340,1340,0,10/27/2014 0:00,UnKnown
72,10014840584,Telenor India,Bihar,TRUE,4,HHP,Phone,Basic,1340,1340,0,5/30/2016 0:00,UnKnown
73,10014840584,Telenor India,Bihar,TRUE,4,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
74,10014842430,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14900,14900,0,11/11/2015 0:00,UnKnown
75,10014854430,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14900,14900,0,8/6/2015 0:00,UnKnown
76,10014874808,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14999,14999,0,4/1/2014 0:00,UnKnown
77,10014978320,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,17400,17400,0,6/30/2014 0:00,UnKnown
78,10014986432,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14999,14999,0,5/2/2014 0:00,UnKnown
79,10014997475,Telenor India,Bihar,TRUE,3,HHP,Phone,Basic,1120,1120,0,2/25/2016 0:00,UnKnown
80,10014997475,Telenor India,Bihar,TRUE,3,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
81,10014997475,Telenor India,Bihar,TRUE,3,HHP,Phone,Mass,15500,15500,0,3/9/2014 0:00,UnKnown
82,10014999998,Telenor India,Bihar,TRUE,16,HHP,Phone,Basic,408,408,0,10/23/2016 0:00,UnKnown
83,10014999998,Telenor India,Bihar,TRUE,16,HHP,Phone,Basic,1750,1750,0,6/11/2014 0:00,UnKnown
84,10015048315,Telenor India,Bihar,TRUE,9,HHP,Phone,Premium,8350,8350,0,6/28/2016 0:00,UnKnown
85,10015052473,Uninor,BIHAR,TRUE,1,HHP,Phone,Basic,1450,1450,0,4/2/2016 0:00,UnKnown
86,10015052473,Uninor,BIHAR,TRUE,1,HHP,Phone,Basic,1340,1340,0,5/5/2015 0:00,UnKnown
87,10015080534,Telenor India,Bihar,TRUE,9,HHP,Phone,Premium,9990,9990,0,8/24/2016 0:00,UnKnown
88,10015080534,Telenor India,Bihar,TRUE,9,HHP,Phone,Mass,14900,14900,0,10/14/2014 0:00,UnKnown
89,10015092391,Telenor India,Bihar,TRUE,1,HHP,Phone,Basic,5850,5850,0,8/3/2015 0:00,UnKnown
90,10015129989,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14999,14999,0,5/30/2015 0:00,UnKnown
91,10015142385,Telenor India,Bihar,TRUE,1,HHP,Phone,Premium,7590,7590,0,11/14/2015 0:00,UnKnown
92,10015165811,Telenor India,Bihar,TRUE,1,HHP,Phone,Premium,8350,8350,0,3/26/2015 0:00,UnKnown
93,10015198889,Telenor India,Bihar,TRUE,6,HHP,Phone,Premium,7190,7190,0,10/22/2016 0:00,UnKnown
94,10015198889,Telenor India,Bihar,TRUE,6,HHP,Phone,Basic,5850,5850,0,2/27/2015 0:00,UnKnown
95,10015204151,Telenor India,Bihar,TRUE,6,HHP,Phone,Premium,8350,8350,0,6/14/2016 0:00,UnKnown
96,10015209071,Telenor India,Bihar,TRUE,3,HHP,Phone,Premium,11999,11999,0,8/25/2016 0:00,UnKnown
97,10015220018,Telenor India,Bihar,TRUE,4,HHP,Phone,Mass,22500,22500,0,11/13/2016 0:00,UnKnown
98,10015228175,Telenor India,Bihar,TRUE,4,HHP,Phone,Basic,1340,1340,0,10/12/2016 0:00,UnKnown
99,10015256087,Telenor India,Bihar,TRUE,20,HHP,Phone,Basic,4490,4490,0,10/11/2016 0:00,UnKnown
100,10015274511,Telenor India,Bihar,TRUE,4,HHP,Phone,Premium,8350,8350,0,7/15/2015 0:00,UnKnown
101,10015329872,Telenor India,Bihar,TRUE,6,HHP,Phone,Basic,5850,5850,0,3/5/2015 0:00,UnKnown
102,10015329872,Telenor India,Bihar,TRUE,6,HHP,Phone,Mass,29900,29900,0,2/24/2015 0:00,UnKnown
103,10015329872,Telenor India,Bihar,TRUE,6,HHP,Phone,Mass,22500,22500,0,2/1/2014 0:00,UnKnown
104,10015385710,Telenor India,Bihar,TRUE,7,HHP,Phone,Premium,11999,11999,0,8/2/2016 0:00,UnKnown
105,10015457291,Telenor India,Bihar,TRUE,4,HHP,Phone,Basic,1340,1340,0,11/24/2015 0:00,UnKnown
106,10015487498,Telenor India,Bihar,TRUE,2,HHP,Phone,Mass,22990,22990,0,3/29/2014 0:00,UnKnown
107,10015487498,Telenor India,Bihar,TRUE,2,HHP,Phone,Mass,29900,29900,0,2/14/2015 0:00,UnKnown
108,10015494611,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,29900,29900,0,7/19/2015 0:00,UnKnown
109,10015502622,Telenor India,Bihar,TRUE,2,HHP,Phone,Premium,8350,8350,0,11/25/2016 0:00,UnKnown
110,10015522362,Telenor India,Bihar,TRUE,9,HHP,Phone,Basic,5850,5850,0,11/10/2016 0:00,UnKnown
111,10015541205,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14999,14999,0,7/14/2015 0:00,UnKnown
112,10015543589,Telenor India,Bihar,TRUE,2,HHP,Phone,Premium,8350,8350,0,12/24/2014 0:00,UnKnown
113,10015549180,Telenor India,Bihar,TRUE,15,HHP,Phone,Premium,9490,9490,0,9/20/2016 0:00,UnKnown
114,10015549180,Telenor India,Bihar,TRUE,15,HHP,Phone,Premium,9490,9490,0,9/29/2015 0:00,UnKnown
115,10015565834,Telenor India,Bihar,TRUE,4,HHP,Phone,Mass,17400,17400,0,7/28/2014 0:00,UnKnown
116,10015565834,Telenor India,Bihar,TRUE,4,HHP,Phone,Mass,22500,22500,0,1/27/2015 0:00,UnKnown
117,10015600922,Telenor India,Bihar,TRUE,5,HHP,Phone,Basic,4490,4490,0,10/28/2016 0:00,UnKnown
118,10015612714,Telenor India,Bihar,TRUE,3,HHP,Phone,Basic,6490,6490,0,11/12/2016 0:00,UnKnown
119,10015612714,Telenor India,Bihar,TRUE,3,HHP,Phone,Premium,8990,8990,0,3/27/2016 0:00,UnKnown
120,10015625742,Telenor India,Bihar,TRUE,1,HHP,Phone,Mass,14900,14900,0,11/6/2014 0:00,UnKnown
121,10015640108,Telenor India,Bihar,TRUE,1,HHP,Phone,Premium,11999,11999,0,5/6/2014 0:00,UnKnown
122,10015646479,Telenor India,Bihar,TRUE,1,HHP,Phone,Premium,9490,9490,0,11/13/2016 0:00,UnKnown
123,10016144432,Telenor India,North East,TRUE,7,HHP,Phone,Mass,14999,14999,0,10/4/2016 0:00,UnKnown
124,10016144432,Telenor India,North East,TRUE,7,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
125,10016672119,Telenor India,Orissa,TRUE,4,HHP,Phone,Mass,14999,14999,0,8/19/2016 0:00,UnKnown
126,10016696107,Telenor India,Orissa,TRUE,1,HHP,Phone,Basic,5850,5850,0,2/9/2015 0:00,UnKnown
127,10016875402,Telenor India,Orissa,TRUE,65,HHP,Phone,Premium,8490,8490,0,10/20/2015 0:00,UnKnown
128,10016875402,Telenor India,Orissa,TRUE,65,HHP,Phone,Mass,24900,24900,0,1/12/2015 0:00,UnKnown
129,10016964418,Telenor India,Orissa,TRUE,1,HHP,Phone,Premium,10190,10190,0,12/7/2015 0:00,UnKnown
130,10016968046,Telenor India,Orissa,TRUE,2,HHP,Phone,Premium,11999,11999,0,9/5/2016 0:00,UnKnown
131,10017349645,Telenor India,Orissa,TRUE,64,HHP,Phone,Premium,8350,8350,0,8/26/2016 0:00,UnKnown
132,10017349645,Telenor India,Orissa,TRUE,64,HHP,Phone,Premium,11999,11999,0,7/28/2015 0:00,UnKnown
133,10017349645,Telenor India,Orissa,TRUE,64,HHP,Phone,Mass,46900,46900,0,9/27/2013 0:00,UnKnown
134,10017548280,Telenor India,Orissa,TRUE,9,HHP,Phone,Mass,25146,25146,0,10/1/2014 0:00,UnKnown
135,10017548280,Telenor India,Orissa,TRUE,9,HHP,Phone,Mass,14900,14900,0,10/14/2014 0:00,UnKnown
136,10017653605,Uninor,Uttar Pradesh,TRUE,2,HHP,Phone,Basic,1340,1340,0,3/9/2015 0:00,UnKnown
137,10017653605,Uninor,Uttar Pradesh,TRUE,2,HHP,Phone,Basic,1340,1340,0,5/5/2015 0:00,UnKnown
138,10017653605,Uninor,Uttar Pradesh,TRUE,2,HHP,Phone,Basic,5590,5590,0,1/27/2015 0:00,UnKnown
139,10017681651,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,7990,7990,0,11/23/2016 0:00,UnKnown
140,10017796430,Telenor India,Uttar Pradesh,TRUE,7,HHP,Phone,Basic,1750,1750,0,11/2/2016 0:00,UnKnown
141,10017796430,Telenor India,Uttar Pradesh,TRUE,7,HHP,Phone,Mass,49900,49900,0,4/12/2014 0:00,UnKnown
142,10017863686,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,1120,1120,0,10/21/2014 0:00,UnKnown
143,10017866571,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,8350,8350,0,6/21/2015 0:00,UnKnown
144,10017892344,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,11/30/2015 0:00,UnKnown
145,10017938923,Uninor,Uttar Pradesh,TRUE,4,HHP,Phone,Mass,14999,14999,0,12/15/2015 0:00,UnKnown
146,10017938923,Uninor,Uttar Pradesh,TRUE,4,HHP,Phone,Mass,21262,21262,0,7/20/2012 0:00,UnKnown
147,10017938923,Uninor,Uttar Pradesh,TRUE,4,HHP,Phone,Mass,29490,29490,0,7/20/2012 0:00,UnKnown
148,10017938923,Uninor,Uttar Pradesh,TRUE,4,HHP,Phone,Premium,8350,8350,0,9/19/2015 0:00,UnKnown
149,10017938923,Uninor,Uttar Pradesh,TRUE,4,HHP,Phone,Mass,14999,14999,0,7/28/2015 0:00,UnKnown
150,10017951084,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Premium,8000,8000,0,11/1/2015 0:00,UnKnown
151,10017951084,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Basic,5850,5850,0,2/17/2015 0:00,UnKnown
152,10018058738,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Basic,1850,1850,0,3/12/2016 0:00,UnKnown
153,10018090355,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,1850,1850,0,10/20/2015 0:00,UnKnown
154,10018126631,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,8350,8350,0,5/2/2015 0:00,UnKnown
155,10018129590,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,5/1/2016 0:00,UnKnown
156,10018248691,Telenor India,Uttar Pradesh,TRUE,4,HHP,Phone,Premium,10990,10990,0,2/15/2016 0:00,UnKnown
157,10018255565,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Mass,14999,14999,0,1/22/2015 0:00,UnKnown
158,10018337452,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,29900,29900,0,7/15/2015 0:00,UnKnown
159,10018400672,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Mass,49900,49900,0,4/19/2016 0:00,UnKnown
160,10018400672,Telenor India,Uttar Pradesh,TRUE,2,HHP,Phone,Mass,49900,49900,0,4/22/2014 0:00,UnKnown
161,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14999,14999,0,5/29/2014 0:00,UnKnown
162,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,2650,2650,0,7/10/2012 0:00,UnKnown
163,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,2650,2650,0,7/10/2012 0:00,UnKnown
164,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,24000,24000,0,7/20/2012 0:00,UnKnown
165,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14249,14249,0,7/20/2012 0:00,UnKnown
166,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,23130,23130,0,7/20/2012 0:00,UnKnown
167,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,9490,9490,0,7/10/2012 0:00,UnKnown
168,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,23130,23130,0,7/20/2012 0:00,UnKnown
169,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,22400,22400,0,7/10/2012 0:00,UnKnown
170,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,29990,29990,0,9/26/2012 0:00,UnKnown
171,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,4990,4990,0,7/10/2012 0:00,UnKnown
172,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,4990,4990,0,7/20/2012 0:00,UnKnown
173,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,4990,4990,0,7/20/2012 0:00,UnKnown
174,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,8490,8490,0,8/23/2012 0:00,UnKnown
175,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,7499,7499,0,7/10/2012 0:00,UnKnown
176,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,29490,29490,0,7/20/2012 0:00,UnKnown
177,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,7499,7499,0,7/10/2012 0:00,UnKnown
178,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,1340,1340,0,5/5/2015 0:00,UnKnown
179,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,1550,1550,0,6/11/2014 0:00,UnKnown
180,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,7190,7190,0,7/24/2014 0:00,UnKnown
181,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,11390,11390,0,7/14/2014 0:00,UnKnown
182,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,7190,7190,0,7/14/2014 0:00,UnKnown
183,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14900,14900,0,10/14/2014 0:00,UnKnown
184,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14900,14900,0,10/4/2014 0:00,UnKnown
185,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14900,14900,0,10/4/2014 0:00,UnKnown
186,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,10990,10990,0,11/11/2015 0:00,UnKnown
187,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,22500,22500,0,1/22/2014 0:00,UnKnown
188,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Basic,5850,5850,0,2/17/2015 0:00,UnKnown
189,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,8350,8350,0,9/29/2015 0:00,UnKnown
190,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,11390,11390,0,7/28/2015 0:00,UnKnown
191,10018489620,Uninor,Uttar Pradesh,TRUE,1,HHP,Phone,Mass,14249,14249,0,7/28/2015 0:00,UnKnown
192,10018489963,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,8350,8350,0,4/10/2016 0:00,UnKnown
193,10018542020,Telenor India,Uttar Pradesh,TRUE,1,HHP,Phone,Premium,9490,9490,0,5/26/2015 0:00,UnKnown
194,10018613723,Telenor India,Uttar Pradesh,TRUE,11,HHP,Phone,Basic,2990,2990,0,12/1/2016 0:00,UnKnown
195,10018613723,Telenor India,Uttar Pradesh,TRUE,11,HHP,Phone,Basic,1550,1550,0,6/11/2014 0:00,UnKnown
196,10018613723,Telenor India,Uttar Pradesh,TRUE,11,HHP,Phone,Basic,1750,1750,0,6/21/2014 0:00,UnKnown
197,10018730975,Telenor India,West Bengal,TRUE,3,HHP,Phone,Mass,29900,29900,0,11/12/2014 0:00,UnKnown
198,10018730975,Telenor India,West Bengal,TRUE,3,HHP,Phone,Mass,31900,31900,0,9/25/2016 0:00,UnKnown
199,10018730975,Telenor India,West Bengal,TRUE,3,HHP,Phone,Mass,46900,46900,0,9/27/2013 0:00,UnKnown
200,10018740199,Telenor India,West Bengal,TRUE,3,HHP,Phone,Basic,1625,1625,0,1/15/2016 0:00,UnKnown
201,10018740199,Telenor India,West Bengal,TRUE,3,HHP,Phone,Basic,4490,4490,0,9/1/2016 0:00,UnKnown
202,10018774309,Telenor India,West Bengal,TRUE,4,HHP,Phone,Premium,11999,11999,0,8/6/2015 0:00,UnKnown
203,10018924777,Telenor India,West Bengal,TRUE,1,HHP,Phone,Mass,14900,14900,0,11/19/2015 0:00,UnKnown
204,10019065305,Telenor India,West Bengal,TRUE,1,HHP,Phone,Mass,29900,29900,0,1/25/2016 0:00,UnKnown
205,10019072839,Telenor India,West Bengal,TRUE,1,HHP,Phone,Premium,11999,11999,0,3/5/2015 0:00,UnKnown
206,10019111533,Telenor India,West Bengal,TRUE,2,HHP,Phone,Basic,5850,5850,0,10/13/2016 0:00,UnKnown
207,10019129976,Telenor India,West Bengal,TRUE,1,HHP,Phone,Premium,8350,8350,0,5/18/2014 0:00,UnKnown
208,10019353711,Telenor India,West Bengal,TRUE,1,HHP,Phone,Premium,11999,11999,0,1/16/2016 0:00,UnKnown
209,10019372064,Telenor India,West Bengal,TRUE,9,HHP,Phone,Premium,11390,11390,0,12/4/2016 0:00,UnKnown
210,10019372064,Telenor India,West Bengal,TRUE,9,HHP,Phone,Mass,31490,31490,0,8/12/2015 0:00,UnKnown
211,10019372064,Telenor India,West Bengal,TRUE,9,HHP,Phone,Premium,8350,8350,0,9/29/2015 0:00,UnKnown
212,10019372064,Telenor India,West Bengal,TRUE,9,HHP,Phone,Mass,24500,24500,0,8/2/2013 0:00,UnKnown
213,10019424146,Telenor India,West Bengal,TRUE,4,HHP,Phone,Premium,8350,8350,0,5/4/2016 0:00,UnKnown
214,10019511348,Telenor India,West Bengal,TRUE,1,HHP,Phone,Premium,10190,10190,0,11/2/2015 0:00,UnKnown
215,10019569254,Telenor India,West Bengal,TRUE,2,HHP,Phone,Premium,7990,7990,0,11/12/2016 0:00,UnKnown
216,10019569254,Telenor India,West Bengal,TRUE,2,HHP,Phone,Premium,10990,10990,0,11/11/2015 0:00,UnKnown
217,10019572323,Telenor India,West Bengal,TRUE,2,HHP,Phone,Mass,24900,24900,0,8/18/2014 0:00,UnKnown
218,10019572323,Telenor India,West Bengal,TRUE,2,HHP,Phone,Mass,29900,29900,0,2/14/2015 0:00,UnKnown
